N,M,Area,Ejecucion(ms),Busqueda(h(t)),Movimientos,Giros
52,52,2704,19.4063,4226.500000000038,1789,594
52,52,2704,98.6159,9878.416666666693,3955,1408
52,52,2704,35.0555,5918.916666666624,2399,854
52,52,2704,179.3729,13560.00000000038,5078,2073
52,52,2704,42.9267,6086.999999999933,2523,854
52,52,2704,204.7633,14731.333333333801,5564,2222
53,53,2809,737.902,35056.750000000975,10753,5717
53,53,2809,81.1245,9053.74999999994,3532,1341
53,53,2809,179.9818,12922.666666666946,5036,1909
53,53,2809,78.3686,7989.66666666654,3180,1161
53,53,2809,251.3057,15823.333333333778,5944,2382
53,53,2809,271.5074,17005.08333333392,6340,2598
53,53,2809,51.9239,7209.583333333221,2888,1043
53,53,2809,6.4066,2389.583333333333,1058,312
53,53,2809,4.1347,2175.333333333328,905,303
53,53,2809,175.3538,13468.500000000302,5043,2044
54,54,2916,506.0339,27621.66666666887,9009,4362
54,54,2916,256.3171,15864.166666667195,5976,2394
54,54,2916,286.5405,17172.833333333743,6596,2550
54,54,2916,319.9658,17801.750000000433,6633,2702
54,54,2916,150.7284,13301.916666667039,5117,1990
54,54,2916,101.6286,9957.333333333358,3831,1482
54,54,2916,73.6959,8125.249999999883,3396,1099
54,54,2916,44.2866,6478.4166666665815,2493,974
54,54,2916,130.1025,10883.166666666766,4437,1521
54,54,2916,209.7983,14419.166666667119,5595,2134
55,55,3025,403.717,20576.916666666515,7557,3154
55,55,3025,18.8033,4165.416666666707,1794,558
55,55,3025,368.0117,19029.91666666672,7136,2878
55,55,3025,42.817,6395.999999999924,2640,885
55,55,3025,302.3424,17289.166666667174,6558,2587
55,55,3025,87.1447,9303.166666666579,3750,1340
55,55,3025,338.8743,18382.916666666973,6869,2792
55,55,3025,88.9489,9747.833333333327,3890,1422
55,55,3025,51.626,7286.333333333208,2947,1048
55,55,3025,11.0063,3384.0000000000286,1412,473
56,56,3136,18.6002,4392.500000000019,1823,622
56,56,3136,49.6296,7017.749999999903,2864,991
56,56,3136,195.8028,14422.583333333769,5537,2150
56,56,3136,39.3683,6133.9999999999545,2490,870
56,56,3136,74.8487,8532.74999999989,3391,1241
56,56,3136,1.1031,906.0000000000011,417,113
56,56,3136,377.2413,19700.833333333296,7412,2970
56,56,3136,193.662,14165.166666667015,5521,2076
56,56,3136,82.1486,9165.833333333267,3681,1318
56,56,3136,200.2611,13831.916666667075,5243,2091
57,57,3249,197.619,14252.6666666671,5463,2140
57,57,3249,150.6005,11940.833333333501,4737,1720
57,57,3249,57.147,7192.916666666555,3047,985
57,57,3249,154.5963,12181.500000000222,4760,1757
57,57,3249,324.6229,18194.00000000038,6786,2780
57,57,3249,397.9527,20440.583333333165,7647,3128
57,57,3249,273.7574,16322.833333333923,6397,2367
57,57,3249,19.0149,4214.583333333364,1767,587
57,57,3249,472.6456,21337.49999999957,7852,3291
57,57,3249,238.9895,15268.500000000513,5683,2328
58,58,3364,124.9667,11269.916666666768,4491,1627
58,58,3364,236.7874,15075.416666667139,5792,2249
58,58,3364,50.8018,7434.833333333217,2834,1125
58,58,3364,92.2384,9166.166666666619,3631,1325
58,58,3364,21.5057,4490.750000000021,1860,632
58,58,3364,425.5999,20163.999999999927,7555,3063
58,58,3364,313.5044,17530.333333333816,6667,2624
58,58,3364,141.6514,11876.083333333547,4735,1721
58,58,3364,308.0228,17528.416666667115,6601,2659
58,58,3364,339.0688,18553.166666666923,6954,2810
59,59,3481,36.3978,5889.49999999996,2464,821
59,59,3481,35.2538,6066.249999999939,2511,850
59,59,3481,30.3396,5806.416666666633,2309,842
59,59,3481,62.8093,8251.583333333157,3289,1201
59,59,3481,137.0335,11918.166666666906,4595,1797
59,59,3481,245.2445,16571.41666666723,6545,2390
59,59,3481,2500.8872,151299.41666665082,24665,30302
59,59,3481,567.946,23562.5833333327,8702,3612
59,59,3481,453.7057,21020.999999999724,8085,3112
60,60,3600,184.7095,14583.666666667077,5507,2206
60,60,3600,415.9583,20304.24999999992,7665,3075
60,60,3600,155.5026,12665.916666666957,4900,1887
60,60,3600,17.5386,4124.083333333376,1756,583
60,60,3600,119.0957,10303.08333333339,4143,1482
60,60,3600,236.3049,15672.083333333847,5916,2356
60,60,3600,15.2642,3792.8333333333585,1637,512
60,60,3600,39.5115,6101.583333333274,2538,857
60,60,3600,19.066,4379.750000000019,1859,582
60,60,3600,107.1216,10140.666666666719,4140,1434
61,61,3721,3.3085,1748.833333333325,785,231
61,61,3721,76.7241,8459.49999999989,3452,1190
61,61,3721,164.6733,12808.750000000282,5064,1862
61,61,3721,265.9984,16420.41666666727,6261,2475
61,61,3721,606.7514,24461.58333333236,9023,3769
61,61,3721,227.8541,14759.666666667126,5660,2184
61,61,3721,1221.7008,41278.83333332956,13161,6610
61,61,3721,18.4948,3910.8333333333676,1743,520
61,61,3721,188.9091,13706.50000000035,5295,2037
61,61,3721,372.0024,19117.583333333456,7292,2854
62,62,3844,473.7318,21741.749999999523,8202,3305
62,62,3844,266.095,16540.000000000568,6408,2433
62,62,3844,258.5701,16042.166666667292,6164,2397
62,62,3844,169.79,12563.250000000293,5038,1790
62,62,3844,450.7602,20843.49999999981,7863,3148
62,62,3844,266.0983,15797.000000000538,6268,2263
62,62,3844,193.8551,13133.750000000247,5255,1888
62,62,3844,219.4659,14618.250000000447,5727,2143
62,62,3844,19.0812,4518.666666666679,1833,636
62,62,3844,387.2994,19463.416666666693,7656,2848
63,63,3969,236.644,14712.250000000467,5891,2116
63,63,3969,33.9333,5702.5833333332885,2349,801
63,63,3969,17.9506,4130.666666666708,1744,573
63,63,3969,194.3156,13605.833333333641,5377,1972
63,63,3969,268.9676,16341.16666666722,6339,2407
63,63,3969,174.0046,12940.75000000034,4956,1942
63,63,3969,454.0265,22047.583333332852,8320,3328
63,63,3969,201.1702,13359.250000000282,5393,1899
63,63,3969,632.2757,25326.416666665562,9405,3875
63,63,3969,466.9126,21097.749999999727,8140,3140
64,64,4096,396.0868,19793.666666666628,7638,2926
64,64,4096,753.4,27116.916666665165,10030,4165
64,64,4096,618.3311,24388.333333332266,9146,3673
64,64,4096,50.4608,6781.0833333332275,2785,962
64,64,4096,299.4821,16993.750000000397,6673,2459
64,64,4096,430.1563,20634.91666666641,7967,3051
64,64,4096,8.2735,2884.416666666682,1239,391
64,64,4096,1456.7592,50411.08333332653,15282,8113
64,64,4096,43.7777,6331.833333333278,2625,882
64,64,4096,97.8835,10462.250000000056,4163,1522
65,65,4225,378.7288,18484.750000000193,7099,2757
65,65,4225,285.7488,16259.166666667312,6439,2340
65,65,4225,240.4598,14834.916666667184,5737,2184
65,65,4225,11.3594,3154.833333333351,1386,422
65,65,4225,66.0357,8218.666666666491,3313,1178
65,65,4225,643.4393,24501.333333332375,9364,3664
65,65,4225,42.8555,6783.416666666552,2650,1012
65,65,4225,95.9703,9231.499999999936,3740,1316
65,65,4225,548.3817,22845.16666666611,8580,3476
65,65,4225,285.5907,14829.75000000047,6023,2103
66,66,4356,514.0186,22116.33333333293,8510,3297
66,66,4356,889.7052,29129.16666666501,10777,4449
66,66,4356,398.9886,19346.66666666668,7480,2867
66,66,4356,1050.1338,31837.416666664234,11645,4941
66,66,4356,1.147,969.2500000000018,459,117
66,66,4356,33.206,5575.416666666636,2364,762
66,66,4356,443.8057,20499.749999999753,7968,3010
66,66,4356,661.4274,23542.66666666598,8915,3552
66,66,4356,330.941,17436.7500000004,6739,2591
66,66,4356,820.3043,28589.333333331735,10612,4384
67,67,4489,85.5598,8965.249999999936,3685,1266
67,67,4489,306.1932,18360.583333333572,7087,2727
67,67,4489,194.7898,13615.33333333368,5321,2012
67,67,4489,148.1888,11943.916666666872,4706,1737
67,67,4489,969.3517,30987.49999999795,11496,4725
67,67,4489,645.9605,25180.499999999178,9602,3760
67,67,4489,533.3394,23315.249999999418,8700,3550
67,67,4489,216.2754,14174.083333333689,5600,2052
67,67,4489,492.1887,21446.166666666457,8293,3184
67,67,4489,162.7904,12841.916666666955,5047,1882
68,68,4624,292.7061,16198.916666667285,6416,2364
68,68,4624,4.605,2058.9999999999886,928,263
68,68,4624,238.6346,15537.000000000517,5956,2340
68,68,4624,162.2825,12315.583333333523,4783,1820
68,68,4624,0.2993,380.08333333333303,202,39
68,68,4624,306.8471,17566.08333333365,6715,2633
68,68,4624,341.9103,18395.25000000022,7109,2727
68,68,4624,349.5447,17930.75000000031,7065,2590
68,68,4624,192.8907,13762.250000000402,5379,2026
68,68,4624,324.5523,17741.916666667097,6785,2651
69,69,4761,358.4835,18667.16666666693,7200,2761
69,69,4761,903.0613,28591.499999998297,10691,4371
69,69,4761,241.6496,14872.250000000477,5950,2123
69,69,4761,805.7278,28093.83333333163,10588,4252
69,69,4761,329.1115,17752.666666667075,6837,2657
69,69,4761,255.9658,15758.666666667234,6162,2307
69,69,4761,327.2764,17138.500000000415,6786,2482
69,69,4761,60.9027,7222.249999999878,3056,982
69,69,4761,1168.6332,32643.749999997985,12080,4991
69,69,4761,960.8034,30672.583333331513,11689,4540
70,70,4900,617.7201,24176.999999999185,9211,3646
70,70,4900,511.0519,22297.58333333279,8392,3393
70,70,4900,200.1466,13685.5000000003,5452,1983
70,70,4900,652.3906,24872.166666665853,9602,3659
70,70,4900,1165.0145,33807.24999999796,12391,5220
70,70,4900,106.3996,9885.499999999995,3913,1435
70,70,4900,806.7869,27742.7499999986,10418,4196
70,70,4900,485.3151,20454.24999999984,7998,3016
70,70,4900,7.4274,2490.0833333333367,1168,304
70,70,4900,715.7939,25703.166666665617,9672,3872
71,71,5041,1705.0038,49056.41666665768,15918,7706
71,71,5041,2258.649,59014.66666665598,18445,9503
71,71,5041,23.965,4783.583333333327,1989,669
71,71,5041,134.8155,11416.16666666679,4497,1668
71,71,5041,684.9045,28375.249999998297,10568,4329
71,71,5041,1214.0988,34343.08333333154,12654,5284
71,71,5041,736.888,25248.749999999116,9682,3776
71,71,5041,6.9988,2388.9999999999973,1079,312
71,71,5041,639.8095,24203.24999999932,9289,3572
71,71,5041,1132.9764,33360.74999999789,12434,5051
72,72,5184,599.2598,24064.333333332394,9181,3641
72,72,5184,793.9558,27179.83333333196,10391,4066
72,72,5184,1049.7853,31037.583333331455,11734,4649
72,72,5184,199.489,14566.333333333789,5671,2143
72,72,5184,434.501,20140.33333333308,7791,3005
72,72,5184,192.9328,14136.166666667126,5446,2094
72,72,5184,685.1337,25469.58333333222,9671,3851
72,72,5184,302.053,17625.16666666706,6839,2618
72,72,5184,300.1116,16752.166666667228,6473,2511
73,73,5329,572.517,23022.249999999487,8918,3401
73,73,5329,619.3166,24701.833333332263,9606,3636
73,73,5329,47.7988,6892.916666666567,2797,979
73,73,5329,152.821,12277.250000000236,4878,1788
73,73,5329,1038.9051,31556.41666666447,11812,4817
73,73,5329,701.424,25232.499999998796,9736,3762
73,73,5329,77.9812,8489.249999999874,3434,1206
73,73,5329,126.9486,11189.583333333465,4357,1650
73,73,5329,30.8485,5452.583333333299,2277,778
73,73,5329,527.0568,22247.166666666064,8592,3324
74,74,5476,1021.1304,31559.666666664576,11958,4733
74,74,5476,932.5381,29017.333333331615,11078,4314
74,74,5476,185.5063,13351.416666667017,5329,1920
74,74,5476,1604.3582,38769.91666666631,14443,5899
74,74,5476,476.5471,20976.583333333067,8079,3109
74,74,5476,1173.2872,32396.499999997483,12095,4916
74,74,5476,570.254,22164.08333333292,8686,3231
74,74,5476,366.6607,18801.666666666777,7146,2819
74,74,5476,118.8961,10858.166666666772,4215,1603
74,74,5476,338.702,18095.8333333336,7086,2660
75,75,5625,1432.1986,36225.166666665515,13423,5523
75,75,5625,1434.5412,36597.16666666581,13660,5571
75,75,5625,600.1691,23987.33333333261,9155,3598
75,75,5625,11.4481,3448.0833333333517,1467,464
75,75,5625,1485.9213,36560.08333333213,13668,5550
75,75,5625,153.607,12067.833333333574,4852,1724
75,75,5625,1162.5876,32868.249999997555,12387,4947
75,75,5625,405.8833,19695.166666666613,7677,2902
75,75,5625,50.9028,7116.333333333216,2902,1014
75,75,5625,847.7405,27471.66666666517,10522,4100
76,76,5776,428.2841,20401.16666666652,8135,2937
76,76,5776,403.8147,18862.500000000146,7346,2787
76,76,5776,346.5795,17184.083333333707,6819,2475
76,76,5776,1644.4983,40391.666666667115,14892,6188
76,76,5776,1086.3051,31627.083333331062,12113,4690
76,76,5776,286.1858,15714.416666667234,6417,2210
76,76,5776,414.9098,20121.249999999894,7604,3044
76,76,5776,922.1407,28345.749999998523,10948,4192
76,76,5776,439.6897,20963.66666666643,8163,3096
76,76,5776,1576.4702,38335.666666666046,14227,5863
77,77,5929,269.2345,15582.16666666725,6203,2252
77,77,5929,1585.5225,37381.41666666581,14095,5634
77,77,5929,1579.3808,37262.83333333258,13925,5686
77,77,5929,256.526,15354.416666667186,5994,2265
77,77,5929,1632.2332,37994.33333333294,14225,5753
77,77,5929,937.6615,30055.999999998072,11539,4468
77,77,5929,289.8629,16559.00000000057,6391,2455
77,77,5929,3640.2996,75974.5000000005,22905,12390
77,77,5929,96.0733,9592.416666666635,3812,1394
77,77,5929,200.0948,13635.666666667023,5427,1967
78,78,6084,538.3569,22393.083333332877,8615,3364
78,78,6084,702.8022,25952.74999999888,9871,3917
78,78,6084,16.1765,3715.6666666666974,1684,473
78,78,6084,871.8444,28238.166666665125,10854,4179
78,78,6084,41.7433,6339.833333333252,2608,896
78,78,6084,562.5889,22392.666666666053,8816,3293
78,78,6084,1001.8568,30723.66666666444,11755,4587
78,78,6084,533.7175,20449.249999999978,7900,3027
78,78,6084,2429.2445,61109.24999999323,20103,9670
78,78,6084,406.0235,18907.000000000106,7534,2719
79,79,6241,1074.8133,30705.416666664732,11611,4612
79,79,6241,1247.3673,33634.24999999796,12817,5039
79,79,6241,1643.2428,40002.00000000018,14883,6098
79,79,6241,694.32,25982.083333332146,10208,3771
79,79,6241,1022.6786,30514.499999997897,11558,4623
79,79,6241,787.8007,26982.833333332026,10287,4053
79,79,6241,664.1555,24831.74999999906,9504,3703
79,79,6241,612.1318,22316.416666666224,8786,3250
79,79,6241,425.1119,20514.66666666655,8150,2950
79,79,6241,298.2707,17095.08333333389,6550,2568
80,80,6400,71.1564,8073.333333333183,3363,1112
80,80,6400,187.1446,13239.833333333645,5310,1914
80,80,6400,227.4202,14336.000000000391,5639,2081
80,80,6400,380.0991,18831.250000000146,7334,2748
80,80,6400,19.3587,4191.3333333333685,1795,572
80,80,6400,633.0428,24845.499999999094,9468,3717
80,80,6400,4321.2179,80591.83333333925,24742,12949
80,80,6400,1241.0648,33518.16666666441,12763,5010
80,80,6400,1127.9543,33802.74999999835,12837,5037
80,80,6400,633.0024,22846.333333332666,9022,3325
81,81,6561,1790.4338,40245.91666666693,15095,6082
81,81,6561,540.9843,21216.999999999676,8377,3099
81,81,6561,8.6267,2776.000000000007,1213,361
81,81,6561,2568.4236,53518.583333333525,18853,8367
81,81,6561,324.135,16033.66666666724,6375,2341
81,81,6561,55.7819,7519.499999999873,2990,1116
81,81,6561,1358.7481,35204.24999999848,13410,5254
81,81,6561,263.3527,15181.916666667134,6099,2158
81,81,6561,2367.9771,48345.083333335184,17370,7529
81,81,6561,1433.6988,36601.0833333325,13717,5576
82,82,6724,698.6763,25076.749999999036,9912,3639
82,82,6724,748.37,26313.49999999867,10257,3889
82,82,6724,1364.5609,33438.08333333145,12826,4956
82,82,6724,191.9175,13011.000000000366,5246,1892
82,82,6724,1786.3255,39672.166666666984,15007,5976
82,82,6724,250.8878,15192.250000000447,5931,2230
82,82,6724,1564.7646,39547.41666666659,14762,6017
82,82,6724,489.2025,22300.333333332816,8679,3262
82,82,6724,315.4116,16632.08333333379,6724,2360
82,82,6724,364.301,18217.166666666973,7167,2651
83,83,6889,2287.2538,44920.16666666884,16884,6801
83,83,6889,1856.2336,41964.33333333394,15759,6353
83,83,6889,520.9209,22592.499999999498,8763,3333
83,83,6889,939.6823,29425.9166666647,11153,4424
83,83,6889,544.8241,22475.499999999316,8841,3312
83,83,6889,914.3343,31294.166666664467,11863,4708
83,83,6889,689.2971,25012.166666665704,9563,3731
83,83,6889,1733.8991,40027.08333333369,14943,6117
83,83,6889,1540.4592,37449.58333333271,14195,5634
83,83,6889,410.3583,18997.166666666795,7777,2674
84,84,7056,570.89,23392.499999999272,9091,3453
84,84,7056,281.5041,15830.25000000049,6382,2241
84,84,7056,2160.9435,45084.91666666818,16809,6888
84,84,7056,716.2096,24521.333333332375,9672,3564
84,84,7056,285.1745,17749.5000000004,7001,2627
84,84,7056,35.8836,5324.833333333316,2424,666
84,84,7056,2041.708,43807.33333333513,16358,6656
84,84,7056,429.2468,20947.833333333023,8088,3117
84,84,7056,162.9061,11624.50000000015,4895,1573
84,84,7056,2612.0816,49506.58333333725,18282,7611
85,85,7225,3068.9734,57783.0000000004,20556,8853
85,85,7225,1163.8313,32452.749999997624,12354,4843
85,85,7225,320.6633,17336.333333333787,6910,2496
85,85,7225,2190.8601,45194.08333333551,16897,6892
85,85,7225,1834.2515,41415.33333333398,15593,6248
85,85,7225,750.5878,26158.166666665387,10227,3843
85,85,7225,1016.7601,32387.6666666645,12473,4805
85,85,7225,63.7495,6930.249999999892,3146,892
85,85,7225,511.6962,22087.49999999945,8470,3292
85,85,7225,2844.5505,51353.833333337025,19006,7853
86,86,7396,1009.69,30442.49999999806,11639,4561
86,86,7396,1373.6269,35126.16666666528,13321,5287
86,86,7396,2218.625,46623.33333333617,17266,7165
86,86,7396,143.2011,11288.083333333494,4624,1598
86,86,7396,224.6427,14066.666666667012,5642,2011
86,86,7396,333.2622,17912.666666667003,7090,2602
86,86,7396,797.1709,26580.999999998854,10274,3915
86,86,7396,2824.2445,49898.00000000422,18519,7622
86,86,7396,2828.4546,51310.166666670986,19044,7868
86,86,7396,1383.9587,35296.91666666519,13463,5302
87,87,7569,2453.0558,47126.41666666957,17767,7069
87,87,7569,660.9205,24739.833333332284,9645,3654
87,87,7569,1041.3141,31099.91666666472,12140,4545
87,87,7569,1771.6014,39224.166666666395,14985,5840
87,87,7569,1982.2488,42671.583333334536,16084,6457
87,87,7569,1553.2591,37287.99999999925,14451,5485
87,87,7569,561.1011,22845.66666666609,9050,3326
87,87,7569,591.3855,23782.99999999918,9108,3557
87,87,7569,428.3331,20480.749999999847,8076,2988
87,87,7569,448.9812,19454.833333333445,7646,2865
88,88,7744,1387.8197,34161.83333333144,13352,4982
88,88,7744,812.2418,27315.583333332055,10591,4031
88,88,7744,352.3932,17494.333333333732,6987,2532
88,88,7744,275.9344,15768.583333333936,6237,2301
88,88,7744,184.6188,12608.416666666903,5082,1786
88,88,7744,1308.5711,34442.24999999821,13214,5130
88,88,7744,833.995,27367.83333333186,10972,3910
88,88,7744,695.1543,25337.499999999134,9900,3722
88,88,7744,19.7256,4351.666666666699,1857,605
88,88,7744,2432.3886,47227.08333333601,17694,7175
89,89,7921,662.3274,25571.583333332426,9737,3854
89,89,7921,752.7285,26302.083333332248,10136,3915
89,89,7921,6506.2256,95503.33333335984,29510,15335
89,89,7921,1711.8929,38930.91666666645,14631,5917
89,89,7921,2246.6094,45321.916666668854,17106,6839
89,89,7921,1854.6376,40990.666666667305,15717,6081
89,89,7921,2431.1732,47274.1666666691,17693,7153
89,89,7921,1849.1864,43472.083333334835,16299,6603
89,89,7921,544.5301,23206.16666666598,9164,3367
89,89,7921,1105.165,34434.49999999822,13382,5041
90,90,8100,6356.9199,107914.58333337092,32287,17489
90,90,8100,1958.6318,42051.91666666757,16099,6273
90,90,8100,380.7459,17962.08333333365,7310,2529
90,90,8100,560.5495,21739.333333332987,8692,3110
90,90,8100,722.9863,24653.333333332415,9814,3533
90,90,8100,2274.2523,45184.083333335206,17288,6743
90,90,8100,615.5543,23303.083333332615,9407,3332
90,90,8100,1921.4836,40968.66666666719,15364,6203
90,90,8100,1577.8784,34903.49999999837,13204,5284
90,90,8100,23.4071,4534.7500000000255,2026,595
91,91,8281,196.5373,11132.08333333344,4569,1583
91,91,8281,605.5323,23682.08333333248,9200,3497
91,91,8281,961.1022,29215.24999999821,11277,4342
91,91,8281,143.225,11278.250000000085,4684,1560
91,91,8281,3127.4191,52456.50000000458,19712,7918
91,91,8281,471.1684,21079.499999999724,8386,3054
91,91,8281,2136.6411,43120.33333333469,16471,6482
91,91,8281,1171.5218,32859.749999997715,12667,4867
91,91,8281,1134.1588,31869.666666664518,12433,4664
91,91,8281,1755.54,39915.75000000031,14970,6078
92,92,8464,3357.3043,61134.50000000692,22292,9438
92,92,8464,1515.5922,38463.91666666628,14328,5894
92,92,8464,2032.1739,42965.166666668,16138,6526
92,92,8464,1425.7406,35184.99999999851,13590,5206
92,92,8464,1784.4441,38783.333333332776,14923,5743
92,92,8464,411.5615,20063.7499999999,7751,2978
92,92,8464,1789.1277,39492.58333333338,15147,5849
92,92,8464,340.5929,17458.000000000466,6885,2550
92,92,8464,1317.3823,34650.916666664925,13294,5162
92,92,8464,3563.1244,58242.91666667344,21519,8890
93,93,8649,867.7691,27928.916666665227,10687,4169
93,93,8649,2984.3489,51726.66666667084,19574,7764
93,93,8649,320.1573,16386.416666667235,6528,2361
93,93,8649,4784.8193,57779.08333334013,21634,8774
93,93,8649,299.8875,15418.16666666716,6373,2147
93,93,8649,824.5093,26446.833333332066,10096,3983
93,93,8649,3758.0859,56965.33333333959,21446,8581
93,93,8649,157.7995,12212.250000000213,4905,1760
93,93,8649,83.8723,8706.83333333323,3594,1224
93,93,8649,1808.5586,40739.08333333396,15130,6247
94,94,8836,1636.9005,38925.83333333328,14916,5790
94,94,8836,411.5569,20298.83333333331,8048,2938
94,94,8836,4019.795,59369.500000007894,22070,9071
94,94,8836,2733.1782,49519.25000000432,18418,7615
94,94,8836,2121.8683,43760.16666666811,16598,6605
94,94,8836,2307.2623,45194.41666666902,17019,6876
94,94,8836,1676.4399,38268.083333333096,14790,5647
94,94,8836,2320.8164,49237.75000000365,18449,7439
94,94,8836,1411.9463,36302.08333333215,13805,5487
94,94,8836,986.4978,29947.916666664776,11692,4397
95,95,9025,1569.8001,38550.8333333332,14600,5814
95,95,9025,2217.9203,44919.00000000209,16928,6814
95,95,9025,4651.6226,62819.08333334152,23461,9544
95,95,9025,1505.9671,38696.91666666686,14997,5707
95,95,9025,2015.9714,42311.33333333455,16425,6238
95,95,9025,2544.1952,47026.08333333598,18074,7003
95,95,9025,1124.3899,32648.416666664532,12563,4851
95,95,9025,1248.3098,32686.583333330946,12760,4760
95,95,9025,112.0835,9300.583333333298,4089,1205
95,95,9025,1485.321,39091.74999999988,14934,5813
96,96,9216,3560.7299,56778.00000000626,21304,8562
96,96,9216,3003.2601,50962.8333333373,19244,7666
96,96,9216,2860.695,50066.000000004075,18664,7637
96,96,9216,2757.5261,49027.0833333366,18512,7363
96,96,9216,742.5119,27066.083333332037,10434,4006
96,96,9216,718.4707,26222.833333332295,10011,3931
96,96,9216,6815.8942,78566.75000001946,27455,12146
96,96,9216,2505.6094,47018.08333333626,17696,7162
96,96,9216,2762.7384,48564.916666670084,18462,7285
96,96,9216,2257.7289,43944.16666666809,16738,6567
97,97,9409,1964.517,40270.5,15756,5901
97,97,9409,1490.5249,37014.916666665646,14156,5532
97,97,9409,1749.7894,40310.83333333352,15252,6061
97,97,9409,427.8724,19958.249999999898,7811,2940
97,97,9409,1044.3947,31623.99999999744,12198,4723
97,97,9409,320.2459,17324.75000000035,6806,2526
97,97,9409,4969.7831,66424.75000000914,24517,10226
97,97,9409,500.2454,21733.916666666377,8340,3260
97,97,9409,4167.5645,60959.66666667561,22883,9249
97,97,9409,977.9692,29519.74999999828,11686,4260
98,98,9604,4485.6971,57682.083333340146,21641,8734
98,98,9604,660.4575,23417.66666666599,9512,3336
98,98,9604,4392.4385,61673.583333341434,23112,9335
98,98,9604,3930.9153,59009.41666667424,22002,8988
98,98,9604,525.452,22306.24999999954,8691,3297
98,98,9604,4087.9542,60976.66666667394,22715,9269
98,98,9604,662.3159,24944.999999999054,9838,3633
98,98,9604,115.5464,10207.250000000031,4225,1429
98,98,9604,1601.1201,37778.33333333273,14415,5646
98,98,9604,1531.9759,37347.66666666591,14388,5525
99,99,9801,2234.0494,43945.00000000157,16831,6570
99,99,9801,3376.3089,56722.33333333929,21441,8486
99,99,9801,1791.8526,40559.58333333383,15777,5960
99,99,9801,1381.3756,35279.91666666513,13608,5220
99,99,9801,1110.0854,31312.66666666449,12299,4583
99,99,9801,1125.3,31968.583333331204,12468,4688
99,99,9801,149.6538,11396.91666666678,4675,1607
99,99,9801,59.8233,7292.416666666568,3062,1005
99,99,9801,46.74,6782.083333333263,2833,933
99,99,9801,6453.3838,76562.16666667857,27754,11688
2,2,4,1.0782,14.833333333333332,3,3
2,2,4,0.116,16.166666666666664,6,3
2,2,4,2.9139,15.083333333333332,4,3
2,2,4,0.0968,6.5,4,1
2,2,4,0.0826,10.25,3,2
2,2,4,0.1872,16.166666666666664,6,3
2,2,4,0.091,10.25,3,2
2,2,4,0.1705,11.416666666666668,3,2
2,2,4,0.1267,14.5,4,3
2,2,4,0.0967,16.25,4,3
2,2,4,0.0834,6.5,4,1
2,2,4,0.2684,25.666666666666668,5,5
2,2,4,0.2476,22.0,6,3
2,2,4,0.1992,15.083333333333332,4,3
2,2,4,0.2977,16.0,3,3
2,2,4,0.1696,10.25,3,2
2,2,4,0.1688,8.25,4,1
2,2,4,0.7092,16.166666666666664,6,3
2,2,4,0.2171,17.333333333333332,6,3
3,3,9,0.1294,15.916666666666664,5,3
3,3,9,0.1349,7.083333333333334,4,1
3,3,9,0.2466,21.583333333333332,9,3
3,3,9,0.2125,15.333333333333332,5,3
3,3,9,0.1482,10.5,6,1
3,3,9,0.2145,20.25,6,3
3,3,9,0.4634,72.75000000000001,19,14
3,3,9,1.4723,61.66666666666667,16,12
3,3,9,0.0894,16.166666666666664,6,3
3,3,9,0.1784,24.416666666666668,9,4
4,4,16,0.4209,80.25,23,13
4,4,16,0.1504,9.0,7,1
4,4,16,0.2593,74.58333333333334,21,12
4,4,16,0.1712,18.166666666666668,7,3
4,4,16,0.1559,33.0,9,6
4,4,16,0.1942,48.083333333333336,14,8
4,4,16,0.283,50.833333333333336,16,9
4,4,16,0.1723,66.58333333333333,17,12
4,4,16,0.0987,13.916666666666668,6,2
4,4,16,0.2052,75.16666666666669,21,12
5,5,25,0.1429,10.25,5,1
5,5,25,0.2265,74.24999999999999,22,12
5,5,25,0.1528,50.25000000000001,16,9
5,5,25,0.0824,24.083333333333332,10,4
5,5,25,0.6454,127.66666666666663,43,22
5,5,25,0.166,52.833333333333336,17,9
5,5,25,0.1919,71.83333333333336,24,12
5,5,25,0.3877,163.91666666666669,44,31
5,5,25,0.3926,150.83333333333331,43,24
5,5,25,0.1182,31.749999999999993,13,5
6,6,36,0.2581,70.5,19,13
6,6,36,0.8817,207.6666666666666,61,33
6,6,36,0.181,31.749999999999993,13,5
6,6,36,0.3837,174.99999999999997,49,32
6,6,36,0.6,162.24999999999997,50,27
6,6,36,0.4612,32.24999999999999,15,5
6,6,36,0.394,101.91666666666664,34,17
6,6,36,0.3976,124.50000000000003,39,20
